ENSGene	GRCh38	GRCh37
ENSG00000267298	AC006116.5	AC006116.19
ENSG00000266907	AC006116.1	AC006116.22
ENSG00000256259	LINC02425	RP11-366L20.4
ENSG00000234261	AL138720.1	RP11-146I2.1
ENSG00000260519	AC096734.2	RP11-109E24.2
ENSG00000267317	AC027307.2	CTB-25B13.12
ENSG00000263707	AC005277.1	RP11-597M12.1
ENSG00000267052	AC005050.1	CTB-30L5.1
ENSG00000204791	SMPD5	CTD-3065J16.6
ENSG00000243797	AC004917.1	CTB-111H14.1
ENSG00000226191	CLK3P2	RP11-438H8.8
ENSG00000250238	AC253576.1	Z95704.3
ENSG00000271228	AL121655.1	CTC-336P14.1
ENSG00000253416	AC023200.1	RP11-48D4.2
ENSG00000260209	AP000842.3	RP11-680F20.10
ENSG00000270623	SPCS2P2	RP11-316M21.9
ENSG00000213279	Z97192.2	RP1-29C18.9
ENSG00000235111	Z97192.3	RP1-29C18.8
ENSG00000223360	AC096559.1	AC096559.2
ENSG00000232519	AL353807.2	RP11-29H23.4
ENSG00000233995	AP000547.1	KB-67B5.12
ENSG00000227032	RPS2P36	RP11-34E5.4
ENSG00000260202	AL109954.1	RP3-333B15.4
ENSG00000219135	RPL23AP48	RP11-129H15.3
ENSG00000233866	AC145543.1	LA16c-4G1.3
ENSG00000220447	AL139098.1	RP1-276J11.2
ENSG00000248423	AC100850.1	RP11-235P11.1
ENSG00000254042	AC011365.1	CTC-558O2.1
ENSG00000223410	AL009050.1	RP1-191L6.2
ENSG00000256484	AC140118.1	RP13-507P19.1
ENSG00000230140	AC016738.2	AC016738.3
ENSG00000225675	LINC01771	RP4-784A16.5
ENSG00000227873	Z93242.2	RP3-389A20.2
ENSG00000234371	RPSAP31	RP11-315J22.5
ENSG00000231724	AC112907.1	RP11-573D15.3
ENSG00000265844	AC100863.1	RP11-751H17.1
ENSG00000272864	AC135803.1	RP11-17E13.2
ENSG00000270654	NUTF2P8	RP11-531P14.1
ENSG00000253330	AC024451.2	RP11-697N18.3
ENSG00000231021	CR788250.1	DRB4
ENSG00000229431	AL139289.1	RP1-92O14.6
ENSG00000248283	CCNL2P1	RP11-473D24.1
ENSG00000270231	NBPF8	NBPF10
ENSG00000178965	ERICH3	C1orf173
ENSG00000248986	AC104825.1	RP11-774O3.1
ENSG00000228988	AL353771.1	RP4-677H15.4
ENSG00000264486	AC061975.4	CTD-2008P7.3
ENSG00000260777	AC061975.1	CTD-2008P7.1
ENSG00000262237	AL157402.3	RP11-553K8.5
ENSG00000253105	AP003548.1	KB-1448A5.1
ENSG00000238211	POLR2LP1	POLR2LP
ENSG00000270133	AC025766.1	CTC-303L1.2
ENSG00000236886	AC007563.2	AC007563.5
ENSG00000212125	TAS2R15P	TAS2R15
ENSG00000236295	AC007557.3	AC007563.1
ENSG00000263029	AC136624.4	RP11-517A5.6
ENSG00000229505	AC104455.1	RP4-682E18.1
ENSG00000267476	AC104365.1	RP11-126O1.4
ENSG00000234287	AC099560.2	RP11-761N21.2
ENSG00000232750	AL139132.1	RP11-177A2.5
ENSG00000228536	AL513283.1	RP11-392O17.1
ENSG00000228277	AC112518.1	AC112518.3
ENSG00000260471	PPIAP49	AC009120.8
ENSG00000226998	MTATP6P30	RP11-291J9.1
ENSG00000260720	LINC01243	RP11-271O3.1
ENSG00000259817	AC087565.1	RP11-53L24.1
ENSG00000270100	AC012065.4	RP11-130L8.1
ENSG00000182824	LINC01662	AC008132.1
ENSG00000223438	AC235097.1	RP1-171K16.5
ENSG00000249540	AC117383.2	RP11-789L4.1
ENSG00000225912	AL121871.1	RP13-258O15.1
ENSG00000246331	AC010198.1	RP11-77I22.2
ENSG00000237179	LINC01797	AC007392.4
ENSG00000271601	LIX1L	AC243547.1
ENSG00000204637	AC068538.1	AC068538.2
ENSG00000198106	AC025279.1	SNX29P2
ENSG00000260517	AC009093.2	RP11-426C22.5
ENSG00000251010	AC097372.1	RP11-6L6.7
ENSG00000243415	AC107021.1	RP11-274H2.2
ENSG00000261075	LINC01195	RP11-243A14.3
ENSG00000271346	AC008162.1	RP1-321E8.4
ENSG00000239694	RPSAP38	CTD-2156G10.1
ENSG00000222001	AC106876.1	AC106876.2
ENSG00000181511	AC011890.1	RP4-655L22.4
ENSG00000197376	AC089987.1	OR8S1
ENSG00000225170	AL049737.1	RP5-828K20.1
ENSG00000234862	AL035258.1	RP5-1097P24.1
ENSG00000234435	LINC01432	RP11-125P18.1
ENSG00000259970	AC099668.1	AC099668.5
ENSG00000255478	AP000944.1	RP11-867O8.5
ENSG00000260671	AC010536.2	RP11-278A23.2
ENSG00000269935	AC092720.2	RP11-482M8.3
ENSG00000254712	AC087280.1	RP11-560B16.5
ENSG00000272505	AC104964.3	RP11-981G7.6
ENSG00000236155	AL355877.1	RP11-231P20.2
ENSG00000248347	AC120036.2	RP11-1134I14.2
ENSG00000261465	AC099518.4	RP11-626G11.5
ENSG00000235411	AC007041.1	AC007041.2
ENSG00000249092	PPIAP77	CTD-2325A15.3
ENSG00000262777	AC032044.1	RP11-818O24.3
ENSG00000231731	AC010976.1	AC010976.2
ENSG00000253782	AC091163.2	RP11-350F16.2
ENSG00000254154	AL359075.2	RP4-798P15.3
ENSG00000258843	AL133485.1	RP11-286O18.1
ENSG00000253292	MIOXP1	RP11-298P6.5
ENSG00000238260	AL513320.1	RP11-46F15.2
ENSG00000204993	AC139712.1	AC139712.2
ENSG00000250995	AL391280.1	RP13-128O4.3
ENSG00000270727	AL590032.1	RP11-51E20.1
ENSG00000255158	AC131934.1	RP11-754B17.1
ENSG00000231817	LINC01198	RP11-189B4.6
ENSG00000266368	AC005410.2	RP11-1096G20.5
ENSG00000259422	AC091100.1	RP11-593F23.1
ENSG00000225012	AL121872.1	RP13-348B13.2
ENSG00000250934	AC016924.1	RP11-71E19.1
ENSG00000232736	AC007551.1	AC007551.2
ENSG00000238246	AC069549.1	RP11-575A19.2
ENSG00000238215	AL513185.3	RP11-167P22.5
ENSG00000259530	AC104574.1	RP11-259A24.1
ENSG00000254746	AC103855.2	RP11-958J22.1
ENSG00000258234	AC024257.1	RP11-370I10.2
ENSG00000270446	AL136363.1	RP6-43L17.1
ENSG00000237171	AC005297.3	GS1-466O4.5
ENSG00000265752	AC010754.1	RP11-403A21.1
ENSG00000272234	AC008945.1	CTD-2325A15.5
ENSG00000259397	AC021231.2	RP11-323I15.2
ENSG00000256039	LINC02446	RP11-291B21.2
ENSG00000261997	AC007336.1	RP11-212I21.4
ENSG00000249275	AC093817.1	RP11-364P22.2
ENSG00000260930	LINC01416	RP11-214L13.1
ENSG00000267712	LINC01539	RP11-456O19.4
ENSG00000239767	AC108733.1	RP11-789F5.1
ENSG00000226363	HAGLROS	AC009336.24
ENSG00000230697	SAP18P3	AC097635.4
ENSG00000248457	LINC02220	RP11-419C19.2
ENSG00000261838	AC092718.6	RP11-303E16.6
ENSG00000261141	AC092718.5	RP11-303E16.5
ENSG00000260643	AC092718.3	RP11-303E16.8
ENSG00000267423	AC005616.1	AC005616.2
ENSG00000254194	AF279873.4	RP1-273G13.3
ENSG00000235931	LINC01553	C10orf40
ENSG00000267537	AC079466.2	AC005394.1
ENSG00000253642	AF279873.3	RP11-317N12.1
ENSG00000267243	AC005381.1	AC005307.3
ENSG00000255427	AC087783.1	RP11-350D17.2
ENSG00000240738	AF279873.2	RP1-273G13.1
ENSG00000188512	AF279873.1	RP1-273G13.2
ENSG00000253684	BUD31P1	RP11-10D7.2
ENSG00000272002	AC010904.2	RP11-557L19.1
ENSG00000254664	AC103681.2	CTD-2560E9.3
ENSG00000236003	AC007731.4	AC007050.17
ENSG00000259415	AC012291.1	RP11-7M10.2
ENSG00000228010	AC073343.2	AC073343.13
ENSG00000231713	AF064860.2	AF064860.7
ENSG00000250081	AC025176.1	CTD-2116N20.1
ENSG00000267799	MAN1A2P1	CTC-478M6.1
ENSG00000224934	AL391684.1	RP11-441O15.3
ENSG00000267528	AC008991.1	AC011524.1
ENSG00000267027	AC011524.1	AC011524.2
ENSG00000267683	AC008991.2	AC008991.1
ENSG00000220506	AL136310.1	RP3-415N12.1
ENSG00000260944	FOXC2-AS1	RP11-463O9.5
ENSG00000225991	RPL23AP34	RP11-731I19.1
ENSG00000270846	AC021171.2	RP11-674I16.1
ENSG00000228778	AL513542.1	RP11-129J12.1
ENSG00000257582	LINC01475	RP11-129J12.2
ENSG00000267240	AC011524.2	AC011524.3
ENSG00000257022	AC008250.1	RP11-729I10.2
ENSG00000250877	AC095056.1	RP11-373J21.1
ENSG00000260387	AC009108.2	RP11-463O9.6
ENSG00000261161	AC009154.1	RP11-58A18.1
ENSG00000270528	AC021171.1	RP11-674I16.2
ENSG00000226905	AC005040.1	AC005040.3
ENSG00000260213	AC092718.2	RP11-303E16.3
ENSG00000245059	AC092718.1	RP11-303E16.7
ENSG00000228839	PIK3IP1-AS1	RP3-400N23.6
ENSG00000248188	AC005798.1	RP11-442P12.2
ENSG00000233315	LINC02569	XXbac-BPG249D20.9
ENSG00000224568	LINC01886	AC096669.3
ENSG00000270490	AC110048.1	RP11-622C24.1
ENSG00000254079	AC012339.2	RP11-31K23.1
ENSG00000264971	PRR13P4	RP11-110H1.1
ENSG00000237880	LINC01885	AC096669.2
ENSG00000259289	LINC02206	RP11-798K3.3
ENSG00000235501	AC105942.1	RP4-639F20.1
ENSG00000272897	AL109827.1	RP1-309K20.6
ENSG00000259437	AC093334.1	RP11-798K3.4
ENSG00000229457	LINC01789	AC006227.1
ENSG00000240758	AC010655.2	RP11-155G14.6
ENSG00000257738	AC009248.1	RP11-139E19.2
ENSG00000273350	AC004832.5	RP4-539M6.20
ENSG00000260026	LINC02189	CTD-2015G9.1
ENSG00000225766	DHRS4L1	RP11-468E2.9
ENSG00000267014	LINC01532	CTD-2081K17.2
ENSG00000262179	MYMX	RP1-302G2.5
ENSG00000257674	AC020629.1	RP11-76E16.2
ENSG00000272601	AC010655.3	RP11-155G14.5
ENSG00000230729	AL160270.1	RP11-296L22.8
ENSG00000231460	AL365204.1	RP11-321L2.1
ENSG00000237414	AL365204.2	RP11-321L2.2
ENSG00000273374	AC069222.1	RP11-383I23.2
ENSG00000234084	AL049552.1	RP3-388E23.2
ENSG00000213995	NAXD	CARKD
ENSG00000248409	AP000344.2	KB-1269D1.8
ENSG00000244219	TMEM225B	GS1-259H13.2
ENSG00000224728	IMPDH1P8	AC090945.1
ENSG00000230497	EEF1B2P8	RP11-432A8.2
ENSG00000214031	AC092474.1	RP11-169L17.3
ENSG00000240695	AC117382.1	RP11-102M11.1
ENSG00000237661	AC092474.2	RP11-169L17.5
ENSG00000261175	LINC02188	CTD-2015G9.2
ENSG00000234928	LINC01659	AP000344.3
ENSG00000197847	SLC22A20P	SLC22A20
ENSG00000249590	AC004832.3	RP4-539M6.19
ENSG00000272647	AC005020.2	GS1-259H13.10
ENSG00000236464	LINC02559	CTA-796E4.3
ENSG00000229770	AL022337.1	CTA-796E4.4
ENSG00000262468	LINC01569	RP11-95P2.1
ENSG00000228355	BX322559.1	BX322559.3
ENSG00000270606	PPIAP52	RP11-713H12.2
ENSG00000244604	AC025518.1	RP11-713H12.1
ENSG00000223883	LINC01707	RP11-424D14.1
ENSG00000235446	AL512271.1	RP11-74K19.1
ENSG00000229639	LINC01758	RP3-380B4.1
ENSG00000236241	AC119744.1	RP11-744O11.2
ENSG00000243516	RPL12P40	RP11-19F9.1
ENSG00000268566	AC100781.1	RP11-687D19.1
ENSG00000260795	AC093519.1	RP11-107C10.1
ENSG00000267498	AC007786.1	CTB-32O4.2
ENSG00000231003	MPIG6B	C6orf25
ENSG00000232190	LINC02181	RP11-134D3.1
ENSG00000261363	AC106745.1	RP11-134D3.2
ENSG00000260475	AL353719.1	RP11-85A1.3
ENSG00000229278	AL133353.1	RP11-483F11.7
ENSG00000253114	AC090151.1	RP11-550I15.1
ENSG00000272410	AC022384.1	RP11-438J1.1
ENSG00000271410	AC020728.1	RP11-506H20.2
ENSG00000067113	PLPP1	PPAP2A
ENSG00000261275	AC092447.8	RP11-760D2.11
ENSG00000230154	AC018463.1	AC018463.4
ENSG00000232695	ELOCP17	TCEB1P17
ENSG00000223740	AC092447.3	RP11-760D2.4
ENSG00000270082	AC010531.7	RP11-178L8.8
ENSG00000242795	AC007849.1	RP11-3K16.2
ENSG00000233288	AC092447.5	RP11-760D2.5
ENSG00000241479	AC074033.2	RP11-641D5.2
ENSG00000231557	AC020718.1	AC018717.1
ENSG00000213650	AC092447.2	RP11-760D2.7
ENSG00000230407	AC018717.1	AC018717.2
ENSG00000258220	LINC02424	RP11-38F22.1
ENSG00000232983	AL160270.2	RP11-296L22.7
ENSG00000226570	AL450304.1	RP11-505O17.1
ENSG00000257879	AC130415.1	RP11-90C1.1
ENSG00000257165	AC079362.1	RP11-171L9.1
ENSG00000258084	AC128707.1	RP11-754N21.1
ENSG00000224698	AL390038.1	RP11-131J3.1
ENSG00000235051	AL357497.1	RP11-637O19.2
ENSG00000082929	LINC01587	C4orf6
ENSG00000233649	CR759784.1	DAQB-331I12.5
ENSG00000259459	LINC02568	RP11-321G12.1
ENSG00000234716	AC092447.6	RP11-760D2.9
ENSG00000213067	AC092447.1	RP11-760D2.10
ENSG00000271047	AC092447.9	RP11-760D2.12
ENSG00000250261	CCDC74BP1	AC007050.18
ENSG00000228303	AC095038.1	RP11-10F11.2
ENSG00000225591	BX248409.1	RP11-360D2.2
ENSG00000243705	AC010531.2	RP11-178L8.1
ENSG00000261095	AC136285.1	RP11-899L11.1
ENSG00000229418	AL136181.1	RP11-35J23.1
ENSG00000250292	AC093844.1	RP11-451F20.1
ENSG00000131152	AC010531.1	RP11-178L8.4
ENSG00000261697	AC010531.4	RP11-178L8.5
ENSG00000270006	AC010531.6	RP11-178L8.7
ENSG00000254813	AC123777.1	RP11-252C15.1
ENSG00000261651	AC136285.2	RP11-899L11.3
ENSG00000269901	AC010531.5	RP11-178L8.9
ENSG00000261592	AC010531.3	RP11-178L8.3
ENSG00000231050	AL109917.1	RP1-140A9.1
ENSG00000254964	AP001458.1	RP11-831H9.3
ENSG00000254497	AC103681.1	CTD-2560E9.5
ENSG00000270330	AL009183.1	RP5-892F13.2
ENSG00000248376	AC112698.1	RP11-692E14.1
ENSG00000264515	AC011474.1	CTC-525D6.1
ENSG00000266248	AC011474.2	CTC-525D6.2
ENSG00000250910	AC097467.3	AC097467.2
ENSG00000267574	AC011474.3	CTC-525D6.5
ENSG00000248686	LINC02491	RP11-557J10.5
ENSG00000112624	BICRAL	GLTSCR1L
ENSG00000264443	AL445686.2	RP4-594I10.3
ENSG00000272689	AC004832.4	RP4-539M6.21
ENSG00000233179	Z82249.1	RP11-536P6.3
ENSG00000272162	AL024498.2	RP11-637O19.3
ENSG00000248356	AC093864.1	RP11-557J10.4
ENSG00000230515	AC092580.2	AC092580.3
ENSG00000235576	LINC01871	AC092580.4
ENSG00000232979	AC092580.3	AC092580.2
ENSG00000232328	AC084030.1	AC011286.1
ENSG00000253976	AC022679.2	RP11-386G21.1
ENSG00000230427	AC095033.1	RP11-313A24.1
ENSG00000227867	ELOCP11	TCEB1P11
ENSG00000257564	AC068993.1	RP11-123M21.2
ENSG00000249245	NCOA4P3	RP11-557J10.3
ENSG00000257948	AC068993.2	RP11-123M21.1
ENSG00000254302	AC087855.2	RP11-431M3.1
ENSG00000253108	AC090993.1	RP1-84O15.2
ENSG00000251468	AC135352.1	RP11-369K16.1
ENSG00000254033	AC087855.1	RP11-431M3.2
ENSG00000254357	AC090200.1	RP11-628E19.2
ENSG00000215264	RPL10AP3	RP1-84O15.1
ENSG00000253857	AC022679.1	RP11-386G21.2
ENSG00000225896	AC007742.1	AC007742.3
ENSG00000226506	AC007463.1	AC007463.2
ENSG00000249924	AC097467.1	RP11-27G13.1
ENSG00000250538	AC104407.1	RP11-92A5.2
ENSG00000259658	AC027559.1	RP11-89K11.1
ENSG00000224468	LAMC1-AS1	RP11-181K3.4
ENSG00000272654	AL358472.2	RP11-422P24.11
ENSG00000124835	AC105760.1	AC105760.3
ENSG00000273026	AL358472.3	RP11-422P24.10
ENSG00000227042	AC003666.1	RP6-1O2.1
ENSG00000253525	AC104966.1	CTD-2114J12.1
ENSG00000228700	AC010655.1	RP11-155G14.1
ENSG00000226509	AC005588.1	AC005588.2
ENSG00000229352	AC007563.1	AC007563.3
ENSG00000254425	AC022690.1	RP11-480O10.2
ENSG00000229939	AL589880.1	RP11-111F16.2
ENSG00000226661	AC004973.1	RP5-1139I1.2
ENSG00000236395	AC093106.2	AC093106.6
ENSG00000271806	AL590822.2	RP5-892K4.1
ENSG00000261740	BOLA2-SMG1P6	RP11-345J4.5
ENSG00000254499	AC002056.2	AC002056.5
ENSG00000230387	AL118508.1	RP4-737E23.2
ENSG00000169429	CXCL8	IL8
ENSG00000218672	AC008060.1	AC008060.7
ENSG00000261404	AC138627.1	AC009120.4
ENSG00000233365	AL121956.1	RP4-655C5.4
ENSG00000258288	NENFP2	RP11-554E23.3
ENSG00000258215	AC078886.1	RP11-299A16.1
ENSG00000237890	BX571801.1	LINC00243
ENSG00000237971	AL445523.1	RP11-231N9.1
ENSG00000271154	AL670379.10	RP6-166C19.23
ENSG00000177738	AC025171.1	CTD-2201E18.3
ENSG00000214925	AC234778.1	RP3-507I15.1
ENSG00000246863	AC012377.1	RP11-325N19.3
ENSG00000272831	AC027644.3	RP11-792A8.4
ENSG00000219159	AC011298.1	AC011298.2
ENSG00000267760	AC011478.1	CTC-565M22.1
ENSG00000232046	LINC01798	AC007392.3
ENSG00000273384	AL137796.1	RP5-1098D14.1
ENSG00000251656	PRELID3BP5	CTD-2201E18.4
ENSG00000270898	GPR75-ASB3	ASB3
ENSG00000260413	AC025279.2	RP11-231C14.6
ENSG00000253641	LINCR-0001	RP11-981G7.2
ENSG00000226291	AC091729.2	AC091729.8
ENSG00000248503	AL356235.1	RP5-1000K24.2
ENSG00000226273	AC079305.2	AC079305.5
ENSG00000259589	AC073167.1	RP11-317G6.1
ENSG00000261655	AC100803.2	CTD-3064M3.3
ENSG00000260674	AC026826.3	RP11-591L14.2
ENSG00000273382	AL356488.3	RP5-1065J22.8
ENSG00000267082	AC011472.1	CTC-510F12.2
ENSG00000270491	AL359999.1	RP4-743O11.1
ENSG00000236501	AC074286.1	AC079305.11
ENSG00000271369	AC087783.2	RP11-350D17.3
ENSG00000227589	AL136528.1	RP5-1092A11.5
ENSG00000263916	AC100778.2	RP11-110H1.4
ENSG00000250726	AC107222.1	RP11-616K6.1
ENSG00000232646	AL731563.1	RP11-344N10.4
ENSG00000237749	AL034379.1	RP3-423B22.5
ENSG00000232491	SAPCD2P3	RP4-756H11.1
ENSG00000243531	AC079804.2	RP11-740N7.3
ENSG00000230039	AL450487.1	RP11-314A15.2
ENSG00000260552	AC023043.1	RP11-49I11.1
ENSG00000236444	UBE2L5	UBE2L5P
ENSG00000233562	AL356981.1	RP11-548N1.1
ENSG00000270062	AL606834.3	RP11-248J18.3
ENSG00000235110	AC107421.1	RP11-8J23.1
ENSG00000206062	AL121823.1	RP13-212L9.1
ENSG00000272800	AC021851.1	RP11-438L19.1
ENSG00000235988	AC245100.5	RP11-495P10.4
ENSG00000235281	AL713851.1	RP11-526P5.2
ENSG00000234694	AL139289.2	RP1-92O14.3
ENSG00000272824	AC245100.7	RP6-74O6.6
ENSG00000218027	AL512329.1	RP11-157J24.1
ENSG00000272862	AC106052.1	RP11-814H16.2
ENSG00000232026	AL731683.1	XXbac-BPG254F23.7
ENSG00000230384	RPSAP25	AC016739.1
ENSG00000262686	GLIS2-AS1	AC005356.1
ENSG00000254198	AC113191.1	RP11-598P20.3
ENSG00000270745	AL731768.1	RP13-324D24.1
ENSG00000263756	AL645941.3	XXbac-BPG181M17.6
ENSG00000236708	AC073316.3	AC073316.1
ENSG00000230317	LINC01284	RP11-104D21.3
ENSG00000231679	HLA-DRB3	HLA-DRB3$0301
ENSG00000259646	AC140725.2	AC140725.7
ENSG00000228944	AC004485.1	AC004485.3
ENSG00000228464	AC073614.1	RP11-617O8.1
ENSG00000243440	AF130351.1	AF165138.7
ENSG00000254514	AC103855.1	RP11-958J22.3
ENSG00000225280	AL158013.1	RP11-227D2.3
ENSG00000272744	AC107214.2	RP11-367N14.3
ENSG00000271677	Z82195.1	RP1-274L7.3
ENSG00000224054	AL022163.1	RP4-551E13.2
ENSG00000233017	AL121832.1	RP5-908M14.5
ENSG00000259347	AC087482.1	RP11-798K3.2
ENSG00000235387	SPAAR	LINC00961
ENSG00000224189	HAGLR	HOXD-AS1
ENSG00000078618	NRDC	NRD1
ENSG00000230952	AC099344.1	AC099344.2
ENSG00000226961	PPIAP60	AC018463.5
ENSG00000267413	LINC01901	RP11-636O21.1
ENSG00000225740	ELOCP6	TCEB1P6
ENSG00000272977	AL008721.2	CTA-390C10.10
ENSG00000271815	AC008897.3	CTD-2235C13.3
ENSG00000236408	AC073336.1	RP11-476H24.1
ENSG00000270114	AC006019.3	RP5-1048B16.1
ENSG00000259983	AC018845.2	RP11-169E6.3
ENSG00000238192	BX284656.2	LL22NC03-121E8.4
ENSG00000205334	LINC01460	AC074091.13
ENSG00000224271	AL117329.1	RP11-191L9.4
ENSG00000244716	BX679664.3	RP11-20O24.4
ENSG00000258880	BX248244.1	DASS-312M4.10
ENSG00000258384	AC068831.2	AC068831.6
ENSG00000258323	AC073575.1	RP1-267L14.3
ENSG00000271582	AC073111.2	RP11-511P7.4
ENSG00000253840	AC044836.1	RP11-767C6.1
ENSG00000227294	AC016994.1	AC016994.2
ENSG00000259396	AC087721.1	RP11-16O9.2
ENSG00000248288	AC008868.1	CTD-2194F4.2
ENSG00000254014	AC009902.1	RP11-363E6.1
ENSG00000232948	DEFB130A	DEFB130
ENSG00000232298	AL138902.1	RP11-10N16.3
ENSG00000224932	LINC02262	AC107399.2
ENSG00000226526	AL049569.1	RP1-37C10.3
ENSG00000272235	AL590438.1	RP11-22L13.1
ENSG00000271053	AC093765.1	RP11-97F8.1
ENSG00000250791	AC106892.1	RP11-55L3.1
ENSG00000272121	AC006058.3	RP4-555D20.4
ENSG00000267430	AC036176.2	RP11-635N19.2
ENSG00000230680	AC004869.1	AC004869.2
ENSG00000229628	AC073115.1	AC073115.7
ENSG00000237471	AC073115.2	AC073115.6
ENSG00000220132	AC236430.1	AF238380.8
ENSG00000266401	AP002478.1	RP11-874J12.4
ENSG00000255644	AC010185.1	RP11-59N23.1
ENSG00000256734	AC027544.3	RP11-613F22.7
ENSG00000225720	AL031846.1	RP4-742C19.12
ENSG00000268931	AC136469.1	RP11-886P16.6
ENSG00000254875	AL845464.1	EGFL8
ENSG00000259725	AC106738.2	CTD-3032H12.1
ENSG00000259711	AC106738.1	CTD-3032H12.2
ENSG00000254708	AL139174.1	RP1-145M24.1
ENSG00000259421	AL022318.2	CTA-150C2.20
ENSG00000264876	AP005209.1	RP11-138E9.2
ENSG00000259876	AC010333.1	CTD-3037G24.4
ENSG00000175604	AC007601.1	RP11-276H1.3
ENSG00000248738	AC037441.1	RP11-87E22.2
ENSG00000260734	TLE7	RP11-510M2.4
ENSG00000227195	MIR663AHG	MIR663A
ENSG00000243402	AC022973.1	RP11-473O4.1
ENSG00000269482	Z69720.1	Z69720.2
ENSG00000241220	AC078788.1	RP11-292E2.1
ENSG00000260367	AC109460.1	RP11-264B17.4
ENSG00000249170	AC096713.1	RP11-1J11.1
ENSG00000273059	AC239803.2	XXyac-YX155B6.7
ENSG00000215859	PDZK1P1	RP6-74O6.2
ENSG00000272784	AC019193.2	RP11-335L23.5
ENSG00000197644	AC106870.1	AC106870.2
ENSG00000250828	AC108078.3	RP11-790I12.3
ENSG00000256103	ATP5J2P5	RP1-96H9.5
ENSG00000231108	PRELID3BP11	RP11-390F4.9
ENSG00000240107	AC046144.1	RP11-628J14.1
ENSG00000247134	AC090204.1	RP11-11N9.4
ENSG00000250103	PANCR	RP11-380D23.2
ENSG00000272084	AL137127.1	RP5-1126H10.2
ENSG00000242667	AC087385.2	RP11-745A24.2
ENSG00000257644	CR383656.6	RP11-536C10.13
ENSG00000257175	CR383656.2	RP11-536C10.12
ENSG00000253596	AC103952.1	CTD-2320G14.2
ENSG00000249360	AC034232.1	CTD-2233C11.3
ENSG00000237158	AL353718.1	RP11-472F14.4
ENSG00000225282	AP000350.2	AP000350.6
ENSG00000273295	AP000350.6	AP000350.5
ENSG00000261807	LINC02141	RP11-430C1.1
ENSG00000117114	ADGRL2	LPHN2
ENSG00000273396	LINC01396	RP11-326I19.3
ENSG00000257721	CR383656.8	RP11-536C10.2
ENSG00000261009	AC141257.1	RP11-1437A8.5
ENSG00000225886	AL445490.1	RP11-288L9.4
ENSG00000219604	AL590143.1	RP11-132M7.2
ENSG00000228290	TBX18-AS1	RP11-132M7.3
ENSG00000100218	RSPH14	RTDR1
ENSG00000271437	AL356423.1	RP11-295B17.6
ENSG00000273394	AC128687.2	RP11-255E6.6
ENSG00000240776	AC079944.1	RP11-435F17.1
ENSG00000138018	SELENOI	EPT1
ENSG00000242444	AC007207.1	RP11-320N7.1
ENSG00000255920	AC006122.2	CCND2-AS2
ENSG00000232520	AC012507.2	AC012507.3
ENSG00000237259	AL049646.2	RP4-568F9.3
ENSG00000241280	AC106712.1	RP11-221J22.2
ENSG00000214407	LINC02085	RP11-221J22.1
ENSG00000230385	AC012507.1	AC012507.4
ENSG00000236914	LINC01852	RP11-1008C21.2
ENSG00000246016	LINC01513	RP11-1C1.7
ENSG00000261706	LINC00165	AP001505.9
ENSG00000243771	AC010618.1	CTD-3131K8.1
ENSG00000272114	AL136131.3	RP1-261G23.7
ENSG00000242222	AC092989.1	RP11-237P21.1
ENSG00000261260	AC106736.1	CTD-2520I13.1
ENSG00000270482	AC026367.1	RP11-131L12.2
ENSG00000249166	AC092336.1	RP11-1C1.6
ENSG00000249396	LINC02212	RP11-1C1.4
ENSG00000249160	LINC02213	RP11-1C1.5
ENSG00000272672	AL391497.1	RP11-302M6.5
ENSG00000261131	AC012186.2	RP11-93O14.2
ENSG00000256021	ELOCP31	TCEB1P31
ENSG00000253675	AC023194.3	CTD-3118D11.2
ENSG00000227753	AC023194.1	RP11-216N21.1
ENSG00000234869	AL021392.1	RP3-439F8.1
ENSG00000258489	AC027013.1	RP11-398J10.2
ENSG00000251691	AC114786.3	RP11-618I10.4
ENSG00000254288	AC087672.3	RP11-6I2.3
ENSG00000255446	AP003064.2	CTD-2531D15.4
ENSG00000243761	AC023194.2	RP11-216N21.2
ENSG00000250612	AC114786.2	RP11-618I10.2
ENSG00000268191	AC010503.1	CTD-2396E7.10
ENSG00000263667	AL035696.3	RP3-416J7.4
ENSG00000269947	AC135178.5	RP11-849F2.9
ENSG00000236162	AC092687.2	AC092687.3
ENSG00000248478	AC104233.1	RP11-3G20.2
ENSG00000255775	AC005845.1	RP3-454B23.1
ENSG00000249392	AC096588.1	RP11-725D20.1
ENSG00000257504	LINC02297	RP11-536C10.7
ENSG00000213791	AC104212.1	RP11-941H19.2
ENSG00000234683	AL138799.3	RP5-837I24.5
ENSG00000227288	AL138799.1	RP5-837I24.1
ENSG00000241288	AC092902.2	RP11-379B18.5
ENSG00000237389	AL645634.2	RP11-402L1.4
ENSG00000246283	AC090510.1	CTD-2036P10.3
ENSG00000263311	AC009127.3	RP11-498D10.8
ENSG00000263688	AC025887.1	RP11-386P4.1
ENSG00000173862	AC008080.1	RP11-89N17.1
ENSG00000127989	MTERF1	MTERF
ENSG00000250132	AC004803.1	RP11-359B12.2
ENSG00000215450	AL022342.1	RP5-890O15.3
ENSG00000254182	AC106038.2	RP11-68L18.2
ENSG00000236532	LINC01695	AL035610.2
ENSG00000228280	AL731568.1	RP11-367B6.2
ENSG00000270326	AL021997.1	RP5-874C20.6
