ENSGene	GRCh38	GRCh37
ENSG00000262788	UTP4	CIRH1A
ENSG00000237586	AC090192.1	RP11-383J24.2
ENSG00000229539	AL353194.1	RP11-119B16.2
ENSG00000226298	RAD23BP3	RAD23BLP
ENSG00000248872	LINC02431	RP11-344G13.1
ENSG00000249525	AC034159.1	RP11-344G13.2
ENSG00000265206	AC004687.1	MIR142
ENSG00000273230	AC102953.2	RP11-1246C19.1
ENSG00000228257	AC010141.2	AC010141.6
ENSG00000005379	TSPOAP1	BZRAP1
ENSG00000251080	AC024132.2	RP11-415C15.1
ENSG00000238045	AC009133.1	AC009133.14
ENSG00000251325	AC024132.3	RP11-415C15.3
ENSG00000249699	LINC02261	RP11-415C15.2
ENSG00000214651	AL513122.1	RP11-477J21.2
ENSG00000174792	ODAPH	C4orf26
ENSG00000237886	NALT1	RP11-611D20.2
ENSG00000251579	AC055733.3	RP11-39E3.5
ENSG00000250592	AC055733.2	RP11-39E3.3
ENSG00000250038	AC109588.1	RP11-180C1.1
ENSG00000250608	AC010210.1	RP11-933H2.4
ENSG00000249098	AC055733.1	RP11-39E3.4
ENSG00000250064	AC097480.1	RP11-123O22.1
ENSG00000228401	HSPC324	RP11-251M1.1
ENSG00000268531	AC060814.4	DKFZP547L112
ENSG00000227510	LINC01442	RP11-196P2.1
ENSG00000262879	AC068152.1	RP11-156P1.3
ENSG00000271315	AC174048.1	WI2-2221J1.1
ENSG00000182574	Z97985.1	RP3-341D10.1
ENSG00000231331	AC103563.3	AC103563.2
ENSG00000260392	AC090518.1	RP11-1129I3.1
ENSG00000250190	LINC02364	RP11-292B1.2
ENSG00000256232	LINC02387	RP11-771K4.1
ENSG00000020181	ADGRA2	GPR124
ENSG00000230194	AC000081.1	AC000081.2
ENSG00000262633	AC005670.2	RP11-156P1.2
ENSG00000260972	Z98259.1	RP1-58B11.1
ENSG00000236145	AC079988.1	AC079988.3
ENSG00000267239	AP001198.1	RP11-794M8.1
ENSG00000248254	AC107398.2	AC092597.3
ENSG00000242431	AC107398.1	RP11-731J8.1
ENSG00000236948	AL365255.1	RP11-154H17.1
ENSG00000232594	AC103563.4	AC103563.3
ENSG00000248989	STK19B	STK19P
ENSG00000237301	AL121992.1	RP4-680D5.2
ENSG00000197991	AL592490.1	PCDH20
ENSG00000223923	AC010136.1	AC010136.2
ENSG00000233105	AC103563.5	AC103563.4
ENSG00000262411	LINC02066	RP11-454C18.1
ENSG00000239327	AL163195.1	RP11-14J7.1
ENSG00000249228	AC068944.1	RP11-769N22.1
ENSG00000248176	AC109349.1	RP11-472K22.1
ENSG00000224585	AC103563.1	AC103563.5
ENSG00000248338	LINC02472	RP11-472K22.2
ENSG00000251373	AC092593.2	RP11-68D16.1
ENSG00000235186	AC103563.8	AC103563.7
ENSG00000259171	AL163636.2	AL163636.6
ENSG00000272501	AL662844.4	XXbac-BPG299F13.17
ENSG00000251113	AC092593.1	RP11-68D16.2
ENSG00000248755	AC092639.1	RP11-384D10.1
ENSG00000248339	LINC02504	RP11-717H13.1
ENSG00000272510	AL121992.3	RP4-680D5.8
ENSG00000251176	AC074254.1	RP11-97E7.1
ENSG00000228216	AL355607.1	RP11-367F23.1
ENSG00000260454	AL355607.2	RP11-367F23.2
ENSG00000260965	RPL23AP91	CTC-661I16.1
ENSG00000271821	AL662844.3	XXbac-BPG299F13.14
ENSG00000249297	LINC02174	RP11-97E7.2
ENSG00000230537	AL158071.2	RP11-305L7.1
ENSG00000271456	AC108081.1	CTC-661I16.2
ENSG00000233850	AC103563.7	AC103563.8
ENSG00000258451	AL163636.1	RP11-903H12.3
ENSG00000231062	AC103563.2	AC103563.9
ENSG00000237422	AL158071.3	RP11-305L7.3
ENSG00000229694	LINC00484	RP11-305L7.6
ENSG00000249998	AC106894.1	RP11-141E13.1
ENSG00000272381	AL356258.1	RP11-192P3.4
ENSG00000230147	AL158071.1	RP11-305L7.5
ENSG00000225949	Z77249.1	RP3-358H7.1
ENSG00000205500	AC013472.1	AC013472.3
ENSG00000250819	LINC02493	RP11-576E20.1
ENSG00000261211	AL031123.2	RP1-80N2.3
ENSG00000223523	AC092598.1	AC079613.1
ENSG00000229498	AC105053.1	AC105053.3
ENSG00000244535	AL049714.1	RP1-181J22.1
ENSG00000267393	AP002439.1	RP11-691H4.3
ENSG00000254780	AC023232.1	RP11-793I11.1
ENSG00000233157	Z97055.1	RP3-388M5.8
ENSG00000272746	AP005131.7	RP11-53B2.6
ENSG00000230286	AC013472.2	AC013472.4
ENSG00000254951	AC044810.2	RP11-494M8.4
ENSG00000241008	AC044810.1	RP11-494M8.1
ENSG00000229101	ELOCP20	TCEB1P20
ENSG00000262466	AADACL2-AS1	RP11-454C18.2
ENSG00000271758	AC044810.3	RP11-35J10.5
ENSG00000226141	AC244107.1	AF277315.13
ENSG00000255492	AC104383.1	CTD-2381F24.1
ENSG00000254707	AC104237.1	RP11-35J10.4
ENSG00000232679	LINC01705	RP11-400N13.3
ENSG00000261898	AC091153.4	RP11-314A20.5
ENSG00000226210	AC215219.1	ABC7-42389800N19.1
ENSG00000236230	AL356108.1	RP11-400N13.1
ENSG00000265148	TSPOAP1-AS1	BZRAP1-AS1
ENSG00000270856	AL353765.1	RP11-429G17.2
ENSG00000251487	AC106744.2	RP11-124N3.2
ENSG00000226643	AL513314.1	RP11-358H9.1
ENSG00000266289	AC012213.3	RP11-1C8.6
ENSG00000228160	AL158069.1	RP13-57D9.3
ENSG00000249174	AC106744.1	RP11-124N3.3
ENSG00000249564	AC097510.1	RP11-390C19.1
ENSG00000180747	SMG1P3	CTD-2547E10.2
ENSG00000271114	AL590392.1	RP11-453D21.1
ENSG00000248637	AC108064.1	RP11-485C11.1
ENSG00000220730	AL356057.3	RP11-474L11.3
ENSG00000256480	AC018653.2	RP11-185H22.1
ENSG00000236882	LINC01554	C5orf27
ENSG00000248281	AC106868.1	RP11-174E22.2
ENSG00000185274	GALNT17	WBSCR17
ENSG00000272021	AC008592.5	AC008592.8
ENSG00000255545	AP004608.1	RP11-627G23.1
ENSG00000249406	AC015909.1	RP11-893F2.5
ENSG00000263176	AC015909.4	RP11-893F2.15
ENSG00000236913	AC025750.2	AC025750.5
ENSG00000232526	VDAC1P13	AC025750.6
ENSG00000251085	LINC01969	RP11-893F2.6
ENSG00000254989	AP001999.2	RP11-469N6.3
ENSG00000239300	AC080162.1	RP11-400L8.2
ENSG00000255344	AP001999.3	RP11-469N6.2
ENSG00000251226	AP001999.1	RP11-469N6.1
ENSG00000250746	AC105250.1	RP11-39C10.1
ENSG00000255726	AL662844.1	XXbac-BPG299F13.15
ENSG00000255899	AL662844.2	XXbac-BPG299F13.16
ENSG00000267702	AP005131.6	RP11-53B2.2
ENSG00000267529	AP005131.4	RP11-53B2.1
ENSG00000267503	AP005131.3	RP11-53B2.4
ENSG00000267694	AP005131.5	RP11-691H4.4
ENSG00000256462	AL732437.1	RP11-116G8.5
ENSG00000255002	LINC02324	CTD-2509G16.2
ENSG00000267177	AP002505.1	RP11-756J15.3
ENSG00000266954	AP001010.1	RP11-701H16.4
ENSG00000267366	AP005131.2	RP11-53B2.5
ENSG00000267136	AP005131.1	RP11-53B2.3
ENSG00000258878	AL355076.3	CTD-2509G16.3
ENSG00000231453	LINC01305	AC018470.4
ENSG00000272486	AC090922.1	RP11-532M24.1
ENSG00000273153	AC067747.1	RP11-406H21.2
ENSG00000258760	AL355076.2	CTD-2509G16.5
ENSG00000270631	AL592436.1	RP11-710N8.3
ENSG00000214759	AL355076.1	CTD-2509G16.1
ENSG00000267305	AL592148.2	CTD-3113P16.7
ENSG00000250362	AC008592.1	AC008592.5
ENSG00000272927	AC107464.3	RP11-1191J2.5
ENSG00000236905	AC104333.3	RP11-348H3.2
ENSG00000229716	RPL23AP19	RP11-185B14.1
ENSG00000273381	AL158071.4	RP11-305L7.7
ENSG00000273449	AC093788.1	RP11-218F10.3
ENSG00000177803	AC112247.1	RP11-606P2.1
ENSG00000185523	SPATA45	C1orf227
ENSG00000272686	AC006333.2	RP11-390E23.6
ENSG00000230375	GSTA11P	RP11-392A23.4
ENSG00000236317	AC104333.2	RP11-348H3.5
ENSG00000239880	AC068760.1	RP11-420J11.1
ENSG00000227107	AC104667.1	AC096574.5
ENSG00000241696	LINC02053	RP11-420J11.2
ENSG00000235182	AC104333.1	RP11-348H3.4
ENSG00000225349	AC022080.2	RP11-820K3.2
ENSG00000225850	AL355490.1	RP11-452K12.4
ENSG00000241946	AC068298.1	RP11-496B10.1
ENSG00000239774	AC125618.1	RP11-496B10.3
ENSG00000263745	AP005230.1	RP11-161I6.2
ENSG00000217447	AL021331.1	RP3-366N23.4
ENSG00000223635	AL121990.1	RP4-613A2.1
ENSG00000248774	AC097534.1	RP11-798M19.3
ENSG00000260161	MTCYBP28	CTD-2588J6.1
ENSG00000261235	AC092142.1	RP11-510J16.5
ENSG00000264189	AP005262.1	CTD-2533G20.1
ENSG00000267713	AC012433.1	RP11-10I6.2
ENSG00000263674	AC026620.1	RP11-443G13.2
ENSG00000248766	AC093303.1	RP11-61K20.1
ENSG00000261668	AC093591.2	RP11-50D9.3
ENSG00000214132	AC094103.1	RP11-420O16.2
ENSG00000244021	AC093591.1	RP11-50D9.1
ENSG00000249854	CDH18-AS1	RP11-420O16.1
ENSG00000245213	AC105285.1	RP11-10K16.1
ENSG00000260022	AL031716.1	LA16c-306A4.1
ENSG00000230051	AL020994.2	CTA-929C8.8
ENSG00000233597	AC133435.1	RP11-343B5.1
ENSG00000227880	AL050402.1	RP11-46E17.6
ENSG00000203437	AC022080.1	RP11-820K3.3
ENSG00000256159	AC022080.3	RP11-820K3.4
ENSG00000231358	AL355516.1	RP11-442J17.3
ENSG00000272582	AL031587.3	RP5-1039K5.17
ENSG00000230918	AC008063.1	AC008063.2
ENSG00000268649	AL132655.2	MIR296
ENSG00000263201	AC040162.4	CTC-479C5.6
ENSG00000257043	AP006296.1	RP11-137N23.1
ENSG00000262514	AC020978.7	RP11-96D1.9
ENSG00000262160	AC020978.6	RP11-96D1.11
ENSG00000260677	AL445531.1	RP11-546O6.4
ENSG00000236130	PTCSC2	RP11-23B15.1
ENSG00000263860	AC011840.3	RP11-218M11.3
ENSG00000219622	AL451061.1	RP11-291C6.1
ENSG00000136932	TRMO	C9orf156
ENSG00000233081	AL353764.1	RP11-440G5.2
ENSG00000222044	AL031587.1	RP5-1039K5.16
ENSG00000264765	AC098850.3	RP11-92B11.4
ENSG00000260569	AC090398.1	RP11-669I1.1
ENSG00000269038	AP001462.1	AP001462.6
ENSG00000266775	AC011840.5	RP11-218M11.6
ENSG00000264242	AC011840.4	RP11-271K11.1
ENSG00000242686	AC107464.1	RP11-1191J2.2
ENSG00000251012	AC083800.1	RP11-484M3.5
ENSG00000254588	AP003397.1	RP11-1007G5.2
ENSG00000270975	MAGOH3P	RP11-723P16.3
ENSG00000226599	AL450344.2	RP11-136K14.3
ENSG00000259072	AL161751.1	RP11-96D24.1
ENSG00000271468	AL357094.1	RP11-14N4.1
ENSG00000255327	AP003062.1	RP11-555G19.1
ENSG00000249791	AC008494.2	CTC-428G20.2
ENSG00000255512	AP005135.1	AP005135.2
ENSG00000271581	AL671883.2	XXbac-BPG248L24.12
ENSG00000251179	TMEM92-AS1	RP11-893F2.9
ENSG00000226281	AL031123.1	RP1-80N2.2
ENSG00000260439	LMF1-AS1	LA16c-366D3.1
ENSG00000224029	AL450344.1	RP11-136K14.2
ENSG00000224532	AL136361.1	RP3-470L22.1
ENSG00000126950	TMEM35A	TMEM35
ENSG00000232891	AL450344.3	RP11-136K14.1
ENSG00000260316	AL008727.1	LA16c-306A4.2
ENSG00000230432	AC114803.1	AC114803.3
ENSG00000266648	SETP3	RP11-112H10.6
ENSG00000260807	AC009041.2	RP11-161M6.2
ENSG00000177459	ERICH5	C8orf47
ENSG00000232527	AC245595.1	RP11-14N7.2
ENSG00000232723	AC013399.1	AC013399.3
ENSG00000236117	LINC01639	RP4-754E20__A.5
ENSG00000272815	AC098850.5	RP11-219A15.4
ENSG00000228974	AC006483.1	AC006483.5
ENSG00000258680	AL132994.1	RP11-506K19.1
ENSG00000226619	AL137001.1	RP11-301J16.7
ENSG00000272719	AC006483.2	CTB-161C1.1
ENSG00000268030	AC005253.1	AC005253.2
ENSG00000231248	AL935212.2	RP11-160N1.9
ENSG00000253106	AC090198.1	RP11-158K1.3
ENSG00000255004	AL133330.2	RP1-68D18.3
ENSG00000255542	AC090625.2	RP4-683L5.1
ENSG00000268279	AC090004.1	RP11-434D12.1
ENSG00000228242	AC093495.1	AC093495.4
ENSG00000254337	AC083967.1	RP11-865I6.2
ENSG00000267669	AC098847.2	RP11-824M15.3
ENSG00000250624	MTCYBP43	RP11-93M12.1
ENSG00000249678	AC097716.1	RP11-619J20.1
ENSG00000261442	AC023830.1	RP11-709D24.6
ENSG00000264892	NOS2P4	RP11-219A15.3
ENSG00000266302	AC098850.4	RP11-219A15.1
ENSG00000239593	AL513122.2	RP11-477J21.6
ENSG00000259928	AC011840.2	RP11-218M11.1
ENSG00000249054	FAM138D	RP11-598F7.1
ENSG00000264673	AC098850.2	RP11-92B11.3
ENSG00000237741	AC002368.1	AC002368.4
ENSG00000237378	AL445989.1	RP11-473M10.3
ENSG00000225806	AL121917.1	RP1-309F20.3
ENSG00000224027	AL133456.1	RP1-231P7P.1
ENSG00000235513	AL035681.1	RP4-756G23.5
ENSG00000227838	AL121885.2	RP1-213J1P__B.1
ENSG00000231495	AL121885.3	RP1-213J1P__B.2
ENSG00000226169	AL121885.1	RP11-375H17.1
ENSG00000267291	AC008649.1	CTB-186G2.1
ENSG00000239393	AC146507.1	CTD-2301A4.1
ENSG00000125531	FNDC11	C20orf195
ENSG00000250220	AC053527.1	RP11-692D12.1
ENSG00000231955	AC007383.3	AC007383.4
ENSG00000249976	AC108157.1	RP11-580P21.1
ENSG00000223342	AL158817.1	RP3-429O6.1
ENSG00000271797	AC008494.3	CTC-428G20.6
ENSG00000225922	RPL21P92	RP11-57G10.1
ENSG00000267066	AC107990.1	RP11-866E20.1
ENSG00000234682	VDAC2P4	AC110620.2
ENSG00000268983	AC005253.2	AC005253.4
ENSG00000231966	AL359853.2	RP11-12M5.4
ENSG00000204814	AL935212.1	RP11-160N1.10
ENSG00000249203	LINC02224	RP11-473L15.3
ENSG00000250418	AC093292.1	RP11-503D12.1
ENSG00000257176	AC009318.1	RP11-996F15.2
ENSG00000270160	AP001995.2	RP11-264E20.2
ENSG00000240296	AC245052.5	AC010492.5
ENSG00000255465	AP001995.1	RP11-264E20.1
ENSG00000144820	ADGRG7	GPR128
ENSG00000272549	LINC02538	RP11-351J23.2
ENSG00000254879	PTPRJ-AS1	AC103828.1
ENSG00000203688	LINC02487	RP11-351J23.1
ENSG00000251162	AC074198.2	RP11-75A5.1
ENSG00000272892	AL133551.1	RP11-57G10.8
ENSG00000267462	AC090377.1	RP11-866E20.3
ENSG00000248162	AC074198.1	RP11-294O2.1
ENSG00000213065	AL009178.1	RP3-431P23.2
ENSG00000225625	AC090517.1	RP11-31H5.1
ENSG00000256686	AC019209.3	RP11-443N24.2
ENSG00000245008	AP001122.1	RP11-744N12.3
ENSG00000255725	TDGP1	RP11-443N24.1
ENSG00000269155	AL009178.2	AL009178.1
ENSG00000146521	LINC01558	C6orf123
ENSG00000256440	AC019209.2	RP11-443N24.3
ENSG00000256256	AC019209.1	RP11-443N24.4
ENSG00000235581	AC005011.1	GS1-111G14.1
ENSG00000264729	AC022596.1	RP11-219A15.2
ENSG00000271567	PPIAL4E	AC246785.1
ENSG00000271439	AC246785.4	RP11-666A1.7
ENSG00000233586	AC246785.2	RP11-763B22.3
ENSG00000269425	AC104521.1	AC007292.7
ENSG00000237343	AC246785.3	RP11-763B22.4
ENSG00000248771	SMIM31	RP11-294O2.2
ENSG00000256166	LINC02571	XXbac-BPG248L24.13
ENSG00000257415	AC084364.1	RP11-626I20.1
ENSG00000234427	AL022724.1	RP3-413H6.2
ENSG00000215124	AMD1P4	RP3-420J14.1
ENSG00000198221	AFDN-DT	MLLT4-AS1
ENSG00000225102	AL157373.1	RP11-456H18.1
ENSG00000257994	AC084364.2	RP11-626I20.2
ENSG00000257762	LINC02401	RP11-626I20.3
ENSG00000253261	AC008410.1	CTC-280C13.1
ENSG00000253646	AC010476.1	CTD-2311A18.1
ENSG00000234391	AL606490.6	RP11-344N17.6
ENSG00000244332	AL138759.1	RP11-119K6.6
ENSG00000223831	AC005006.1	RP1-56J10.8
ENSG00000230100	AL606490.3	RP11-344N17.8
ENSG00000203498	AL139390.1	RP11-556O15.1
ENSG00000235185	AL031727.2	RP5-1056L3.1
ENSG00000249695	AC026369.1	RP11-598F7.4
ENSG00000229925	AP001043.2	AP001043.1
ENSG00000270713	AL132994.2	RP11-506K19.2
ENSG00000231454	AL935212.3	RP11-160N1.8
ENSG00000256694	AC026369.2	RP11-598F7.5
ENSG00000205622	AP001043.1	AF064858.6
ENSG00000256948	AC026369.3	RP11-598F7.3
ENSG00000229823	CR847794.1	XXbac-BPG299F13.14
ENSG00000243304	AC008494.1	CTC-428G20.1
ENSG00000179978	AC140134.1	RP11-1319K7.1
ENSG00000213529	AL359073.1	RP11-432F4.2
ENSG00000170152	AL391987.1	RP11-374M1.7
ENSG00000235659	AL391987.4	RP11-374M1.5
ENSG00000272600	AC007308.1	AC007308.7
ENSG00000236896	AL354726.1	RP11-535C21.3
ENSG00000254701	AC138866.2	RP11-1415C14.4
ENSG00000223379	AL391987.2	RP11-374M1.4
ENSG00000253816	AC138866.1	RP11-1415C14.3
ENSG00000234175	AL355355.2	RP11-730A19.9
ENSG00000256540	AC007406.3	RP11-598F7.6
ENSG00000228330	AL355355.1	RP11-730A19.5
ENSG00000267686	AC090771.2	RP11-795H16.3
ENSG00000144158	AL078621.1	RP11-395L14.17
ENSG00000227989	AC010141.1	AC010141.8
ENSG00000204003	AL355987.1	LCN6
ENSG00000175509	AL078621.2	RP11-395L14.13
ENSG00000233479	AC017074.2	AC017074.1
ENSG00000236930	AC099782.1	RP11-852E15.1
ENSG00000228100	LINC01820	AC016912.3
ENSG00000266826	AC011195.2	CTD-2200P10.1
ENSG00000237540	RPL36AP36	RP11-730A19.7
ENSG00000229896	AL157373.2	RP11-456H18.2
ENSG00000241690	AL035460.1	TMEM239
ENSG00000270435	AC068733.2	RP11-304C12.4
ENSG00000227709	AC091607.1	RP11-118D22.3
ENSG00000227359	AC017074.1	AC017074.2
ENSG00000250407	AC008728.1	CTB-99A3.1
ENSG00000271477	AC010591.1	CTC-447K7.1
ENSG00000242911	AC140059.1	RP11-118N24.2
ENSG00000270442	AC008725.1	CTB-95D12.1
ENSG00000231421	AC011840.1	AC006050.2
ENSG00000269304	FKBP1AP1	AC010522.1
ENSG00000268750	AC010522.1	CTD-2583A14.10
ENSG00000255449	AP002812.5	RP11-91P24.6
ENSG00000265794	AC005899.4	RP11-227G15.3
ENSG00000265139	AC005899.3	RP11-227G15.2
ENSG00000229697	AL391987.3	RP11-374M1.3
ENSG00000237852	AC119800.1	RP4-630A11.3
ENSG00000269867	AC010326.3	CTD-2583A14.8
ENSG00000270804	AC010326.4	CTD-2583A14.11
ENSG00000255367	AC127526.4	RP13-726E6.2
ENSG00000224570	AC097063.1	RP11-430H12.2
ENSG00000266736	GTF2IP6	RP11-260A9.4
ENSG00000141854	MISP3	hsa-mir-1199
ENSG00000235296	AC145207.1	AC137723.5
ENSG00000263585	AC145207.4	RP11-498C9.13
ENSG00000267670	AC022098.2	CTB-55O6.4
ENSG00000258672	AL160313.2	RP11-543C4.3
ENSG00000270294	XIAPP1	RP11-566F5.1
ENSG00000229775	AL353148.1	RP11-298H24.1
ENSG00000250747	AC116345.2	RP11-232L2.1
ENSG00000262979	AC124319.1	CTD-2047H16.2
ENSG00000224671	AC105940.1	RP11-335O13.8
ENSG00000234775	AC105940.2	RP11-335O13.7
ENSG00000262172	AC116025.2	CTD-2529O21.1
ENSG00000223745	CCDC18-AS1	RP4-717I23.3
ENSG00000233330	AL078581.1	RP1-12G14.7
ENSG00000231804	AL353748.1	RP11-317B17.3
ENSG00000255292	AP002884.5	SDHD
ENSG00000267601	AC022966.2	RP11-323N12.5
ENSG00000267491	AC100788.1	CTD-2373H9.5
ENSG00000267166	AC007993.1	RP11-527L4.5
ENSG00000236146	AL353803.3	RP11-65J3.6
ENSG00000224307	AL161785.1	RP11-344B5.2
ENSG00000268707	AL158151.4	RP11-247A12.7
ENSG00000258703	AL161757.3	RP11-1085N6.4
ENSG00000250194	AC109458.1	RP11-257I8.1
ENSG00000249365	AC110009.1	RP11-508M8.1
ENSG00000260066	AC112176.1	CTD-2587M23.1
ENSG00000258784	AL355773.1	RP11-813I20.2
ENSG00000254851	AP005018.2	RP11-109L13.1
ENSG00000270547	LINC01235	RP11-536O18.2
ENSG00000269994	AL513318.2	RP11-276H19.2
ENSG00000268582	AC243960.4	AC005794.1
ENSG00000253622	AC027419.2	RP11-654G14.1
ENSG00000172900	FLJ42102	AP002387.1
ENSG00000213433	RPLP1P6	RP11-54C4.1
ENSG00000226812	AL117382.1	RP5-881L22.5
ENSG00000269292	AC093503.2	CTB-12A17.3
ENSG00000272479	AC010857.1	RP11-301G7.1
ENSG00000255321	AC068389.4	RP11-91I20.4
ENSG00000233712	AL135929.1	RP4-801G22.3
ENSG00000257272	AL162311.1	RP11-317N8.3
ENSG00000260581	AC011374.1	CTB-113P19.4
ENSG00000270380	AL358215.1	RP11-470L19.5
ENSG00000258224	AC090049.2	RP11-587P21.1
ENSG00000261268	AC112236.1	RP11-308D13.3
ENSG00000251455	AC092611.1	RP11-164P12.3
ENSG00000101166	PRELID3B	SLMO2
ENSG00000238276	AL354863.1	RP11-245J24.1
ENSG00000250948	AC091180.4	RP11-1079K10.2
ENSG00000234715	AC005064.1	CTB-107G13.1
ENSG00000267022	AC067968.1	ZNF223
ENSG00000262154	EIF1P4	LA16c-352F10.1
ENSG00000261308	FIGNL2	RP11-923I11.7
ENSG00000239544	AL442663.1	RP11-109N23.1
ENSG00000253923	AP002981.1	KB-1980E6.2
ENSG00000239920	AC015691.1	AC015691.13
ENSG00000240040	AC244205.1	AC096579.13
ENSG00000267334	AC015936.1	CTD-2534I21.8
ENSG00000236911	AL137789.1	RP11-78B10.2
ENSG00000233342	AL391361.3	RP11-235G24.3
ENSG00000273259	AL049839.2	RP11-986E7.7
ENSG00000231880	KF459542.1	KBTBD4
ENSG00000229109	AL137847.1	RP11-439K3.1
ENSG00000231562	AL512593.1	RP11-508N12.3
ENSG00000234474	MIR3663HG	RP11-501J20.2
ENSG00000225475	AC099789.1	RP11-377K22.2
ENSG00000271484	ABI1P1	RP11-132J14.3
ENSG00000224477	AL109933.1	RP1-81D8.3
ENSG00000227954	TARID	RP3-323P13.2
ENSG00000272428	AL450270.1	RP11-704J17.5
ENSG00000223586	LINC01312	RP4-662A9.2
ENSG00000263165	AC087292.1	RP11-810M2.2
ENSG00000225205	AC078883.1	AC093818.1
ENSG00000256591	AP003108.2	RP11-286N22.8
ENSG00000237566	AC090955.1	AC090955.5
ENSG00000272629	LINC01623	XXbac-BPG308K3.6
ENSG00000272473	AC006273.1	AC006273.4
ENSG00000271180	AL158801.4	RP11-665C16.8
ENSG00000231937	AC116666.1	RP11-329E24.6
ENSG00000248867	AC010625.1	CTD-2128F4.1
ENSG00000231649	SPATA31B1P	SPATA31B1
ENSG00000256906	LINC02419	RP11-474D1.2
ENSG00000187164	SHTN1	KIAA1598
ENSG00000259017	AL133163.3	RP11-561B11.6
ENSG00000266919	AC104984.5	MIR3184
ENSG00000271490	AC013244.2	RP11-60E8.4
ENSG00000232907	DLGAP4-AS1	RP5-977B1.7
ENSG00000244245	AC133134.1	RP11-120B7.1
ENSG00000260566	AC127459.1	RP11-20G6.3
ENSG00000237072	AL161727.1	RP11-232A1.2
ENSG00000272735	AC007881.3	RP11-467P9.1
ENSG00000266501	AC025198.1	RP11-766H1.1
ENSG00000248853	AC113352.1	CTD-2613O8.1
ENSG00000240934	AC066616.1	RP11-925D8.1
ENSG00000259293	LIPC-AS1	RP11-355N15.1
ENSG00000259626	MTND3P12	RP11-925D8.2
ENSG00000272489	AL132656.3	RP11-182L21.5
ENSG00000213863	AL731661.1	XX-C2158C12.2
ENSG00000232548	LINC01809	AC010744.1
ENSG00000236762	RPL19P16	RP11-159H3.1
ENSG00000259600	AC066616.2	RP11-925D8.3
ENSG00000260163	AC012508.1	RP11-521O16.2
ENSG00000214857	SEM1P1	SHFM1P1
ENSG00000237300	MTCO1P19	RP11-522L3.3
ENSG00000234424	AL353743.4	RP11-213G2.1
ENSG00000261751	AC007603.1	RP11-305A4.3
ENSG00000251639	AC092535.2	RP11-20I20.1
ENSG00000273243	Z82243.1	CTA-217C2.2
ENSG00000226328	NUP50-AS1	CTA-217C2.1
ENSG00000270807	AC024153.1	RP13-359K18.1
ENSG00000227542	AC092614.1	AC092614.2
ENSG00000268434	AC011530.1	AC011530.4
ENSG00000256538	AC046130.2	RP11-847H18.3
ENSG00000233387	AL121748.1	RP11-342D11.3
ENSG00000252213	SNORA74D	SNORA74
ENSG00000263468	hsa-mir-3130-1	MIR3130-1
ENSG00000202189	SNORA30B	SNORA30
ENSG00000263419	Metazoa_SRP	RN7SL257P
ENSG00000207062	SNORA15B-1	SNORA15
ENSG00000264073	MIR3199-1	MIR3199-2
ENSG00000266691	AC138761.6	RP11-1109M24.15
ENSG00000260157	AC233702.2	NCOR1P2
ENSG00000263375	AC233702.3	RP11-822E23.5
ENSG00000271714	AC010501.1	CTD-2377O17.1
ENSG00000264245	AC233702.4	RP11-822E23.4
ENSG00000266673	AC233702.9	RP11-822E23.3
ENSG00000266466	AC233702.8	RP11-822E23.2
ENSG00000258693	AL133368.2	RP11-436M15.3
ENSG00000259058	AF111169.3	RP11-488C13.4
ENSG00000234789	AL590369.1	RP11-483H20.4
ENSG00000228510	AL359091.1	RP11-339B21.8
ENSG00000233626	AC092814.1	RP11-565J7.1
ENSG00000225385	AL353572.1	RP11-350E12.4
ENSG00000204277	LINC01993	RP11-219G17.4
ENSG00000267737	AC087645.2	AC061992.2
ENSG00000260422	Z97205.2	RP1-155D22.2
ENSG00000229654	LINC02526	RP1-60O19.2
ENSG00000231057	AC096637.2	RP11-122M14.1
ENSG00000251076	AC104126.1	RP11-526F3.1
ENSG00000214144	AL390728.1	RP11-488L18.1
ENSG00000251187	AC010261.2	CTC-459M5.2
ENSG00000261334	AL353803.4	RP11-65J3.14
ENSG00000250699	AP000892.1	AP000892.4
ENSG00000271412	PRR13P3	AP000892.8
ENSG00000254278	AC107953.2	RP11-278I4.2
ENSG00000267790	LINC01987	RP11-316M20.1
ENSG00000265121	AC068594.2	RP11-285E9.5
ENSG00000263718	AC068594.1	RP11-285E9.6
ENSG00000231291	AC106799.1	RP11-445O3.1
ENSG00000234460	AL772337.3	XXyac-YM21GA2.4
ENSG00000249830	LINC02162	RP11-121L11.3
ENSG00000258758	AL137100.1	RP11-613G13.1
ENSG00000227463	AL390838.1	RP11-158D2.2
ENSG00000240611	AC010307.1	CTB-49A3.1
ENSG00000258996	PPIAP5	CTD-2315A10.1
ENSG00000235183	AC015795.1	RP11-613C6.4
ENSG00000250402	AC109471.1	RP11-395P13.4
ENSG00000258529	AP001781.3	ALG9
ENSG00000267344	AC003070.1	CTB-39G8.3
ENSG00000250411	AC109458.2	RP11-257I8.2
ENSG00000262456	AC006435.1	RP1-59D14.1
ENSG00000255929	AP000943.3	RP11-867G2.8
ENSG00000254226	LINC01933	CTB-12O2.1
ENSG00000249295	AC145146.2	RP11-241G9.3
ENSG00000270978	AC091982.3	RP11-54C4.2
ENSG00000259109	AC004858.1	RP4-687K1.2
